id,place_name,county,country,grid_reference,easting,northing,latitude,longitude,postcode_area,type
279,Adisham,Kent,England,TR2253,622500,153500,51.23727,1.18605,CT3 3,Other
280,Adlestrop,Gloucestershire,England,SP2427,424500,227500,51.94546,-1.64497,GL56 0,Other
281,Adlingfleet,East Riding of Yorkshire,England,SE8421,484500,421500,53.68314,-0.72208,DN14 8,Other
282,Adlington,Lancashire,England,SD6013,360500,413500,53.61655,-2.59858,PR6 9,Town
283,Adlington,Cheshire,England,SJ9180,391500,380500,53.32136,-2.12906,SK10 4,Other
284,Adlington Park,Lancashire,England,SD5811,358500,411500,53.59842,-2.62855,WN1 2,Other
285,Admaston,Shropshire,England,SJ6312,363500,312500,52.70893,-2.54168,TF5 0,Other
286,Admaston,Staffordshire,England,SK0523,405500,323500,52.80902,-1.91985,WS15 3,Other
287,Admington,Warwickshire,England,SP2046,420500,246500,52.11644,-1.70203,CV36 4,Other
288,Adpar,Ceredigion,Wales,SN3041,230500,241500,52.04591,-4.47308,SA38 9,Other
289,Adsborough,Somerset,England,ST2729,327500,129500,51.06024,-3.03591,TA2 8,Other
290,Adscombe,Somerset,England,ST1837,318500,137500,51.13096,-3.16612,TA5 1,Other
291,Adstock,Buckinghamshire,England,SP7330,473500,230500,51.96813,-0.93155,MK18 2,Other
292,Adstone,Northamptonshire,England,SP5951,459500,251500,52.15858,-1.13165,NN12 8,Other
293,Adswood,Greater Manchester,England,SJ8888,388500,388500,53.39321,-2.17439,SK3 8,Other
294,Adversane,West Sussex,England,TQ0723,507500,123500,51.00086,-0.46935,RH14 9,Other
295,Advie,Highland,Scotland,NJ1234,312500,834500,57.39247,-3.45741,PH26 3,Other
296,Adwalton,West Yorkshire,England,SE2328,423500,428500,53.75234,-1.64509,BD11 1,Other
297,Adwell,Oxfordshire,England,SU6999,469500,199500,51.68996,-0.99597,OX9 7,Other
298,Adwick Le Street,South Yorkshire,England,SE5307,453500,407500,53.56140,-1.19378,DN6 7,Town
299,Adwick upon Dearne,South Yorkshire,England,SE4701,447500,401500,53.50805,-1.28526,S64 0,Other
300,Ae,Dumfries and Galloway,Scotland,NX9889,298500,589500,55.18932,-3.59580,DG1 1,Other
301,Affetside,Greater Manchester,England,SD7513,375500,413500,53.61747,-2.37184,BL8 3,Other
302,Affleck,Aberdeenshire,Scotland,NJ8623,386500,823500,57.30189,-2.22568,AB21 0,Other
303,Affpuddle,Dorset,England,SY8093,380500,93500,50.74078,-2.27772,DT2 7,Other
304,Afon Eitha,Wrexham,Wales,SJ2945,329500,345500,53.00216,-3.05199,LL14 2,Other
305,Afon Wen,Gwynedd,Wales,SH4437,244500,337500,52.91236,-4.31395,LL53 6,Other
306,Afon-wen,Flintshire,Wales,SJ1371,313500,371500,53.23346,-3.29737,CH7 5,Other
307,Afton,Isle of Wight,England,SZ3486,434500,86500,50.67714,-1.51309,PO40 9,Other
308,Agar Nook,Leicestershire,England,SK4514,445500,314500,52.72624,-1.32772,LE67 4,Other
309,Agbrigg,West Yorkshire,England,SE3419,434500,419500,53.67084,-1.47928,WF1 5,Other
310,Aggborough,Worcestershire,England,SO8375,383500,275500,52.37729,-2.24381,DY10 1,Other
311,Agglethorpe,North Yorkshire,England,SE0886,408500,486500,54.27408,-1.87097,DL8 4,Other
312,Aghadowey,Coleraine,Northern Ireland,C853196,285338,419617,55.01667,-6.66667,BT51 4,Other
313,Aghagallon,Craigavon,Northern Ireland,J105636,310506,363616,54.50890,-6.29469,BT67 0,Other
314,Aghalee,Lisburn,Northern Ireland,J123651,312323,365128,54.52208,-6.26607,BT67 0,Other
315,Aghanloo,Limavady,Northern Ireland,C678284,267894,428493,55.09907,-6.93720,BT49 0,Other
316,Aghory,Armagh,Northern Ireland,H986456,298669,345650,54.35000,-6.48333,BT62 3,Other
317,Aglionby,Cumbria,England,NY4456,344500,556500,54.90013,-2.86698,CA4 8,Other
318,Ahoghill,Ballymena,Northern Ireland,D049033,304917,403328,54.86667,-6.36667,BT42 1,Other
319,Aifft,Denbighshire,Wales,SJ1169,311500,369500,53.21516,-3.32677,LL16 4,Other
320,Aigburth,Merseyside,England,SJ3886,338500,386500,53.37176,-2.92581,L17 6,Other
321,Aiginis,Na h-Eileanan an Iar,Scotland,NB4832,148500,932500,58.20929,-6.28318,HS2 0,Other
322,Aike,East Riding of Yorkshire,England,TA0445,504500,445500,53.89515,-0.41125,YO25 9,Other
323,Aiketgate,Cumbria,England,NY4846,348500,546500,54.81070,-2.80282,CA4 9,Other
324,Aikton,Cumbria,England,NY2753,327500,553500,54.87099,-3.13127,CA7 0,Other
325,Ailby,Lincolnshire,England,TF4376,543500,376500,53.26609,0.15014,LN13 0,Other
326,Ailstone,Warwickshire,England,SP2050,420500,250500,52.15241,-1.70179,CV37 8,Other
327,Ailsworth,Cambridgeshire,England,TL1198,511500,298500,52.57290,-0.35617,PE5 7,Other
328,Aimes Green,Essex,England,TL3902,539500,202500,51.70391,0.01738,EN9 2,Other
329,Ainderby Quernhow,North Yorkshire,England,SE3480,434500,480500,54.21907,-1.47241,YO7 4,Other
330,Ainderby Steeple,North Yorkshire,England,SE3392,433500,492500,54.32698,-1.48641,DL7 9,Other
331,Aingers Green,Essex,England,TM1120,611500,220500,51.84303,1.06894,CO7 8,Other
332,Ainley Top,West Yorkshire,England,SE1119,411500,419500,53.67185,-1.82741,HD2 2,Other
333,Ainsdale,Merseyside,England,SD3112,331500,412500,53.60456,-3.03668,PR8 3,Other
334,Ainsdale-on-Sea,Merseyside,England,SD2912,329500,412500,53.60430,-3.06690,PR8 2,Other
335,Ainstable,Cumbria,England,NY5346,353500,546500,54.81119,-2.72504,CA4 9,Other
336,Ainsworth,Greater Manchester,England,SD7610,376500,410500,53.59055,-2.35650,BL2 5,Other
337,Ainthorpe,North Yorkshire,England,NZ7008,470500,508500,54.46699,-0.91379,YO21 2,Other
338,Aintree,Merseyside,England,SJ3798,337500,398500,53.47950,-2.94322,L10 8,Other
339,Aird,Moyle,Northern Ireland,C955441,295590,444106,55.23470,-6.49824,BT57 8,Other
340,Aird,Na h-Eileanan an Iar,Scotland,NB5635,156500,935500,58.24065,-6.15054,HS2 0,Other
341,Aird,Na h-Eileanan an Iar,Scotland,NF7654,76500,854500,57.46498,-7.39759,HS7 5,Other
342,The Aird,Highland,Scotland,NG4052,140500,852500,57.48819,-6.33186,IV51 9,Other
343,Aird/An Àird,Highland,Scotland,NG5900,159500,800500,57.03269,-5.96526,IV45 8,Other
344,Airdens,Highland,Scotland,NH6293,262500,893500,57.90963,-4.32224,IV24 3,Other
345,Airdrie,North Lanarkshire,Scotland,NS7665,276500,665500,55.86680,-3.97506,ML6 6,Town
346,Airdtorrisdale,Highland,Scotland,NC6762,267500,962500,58.53038,-4.27727,KW14 7,Other
347,Aire View,North Yorkshire,England,SD9946,399500,446500,53.91465,-2.00910,BD20 8,Other
348,Airedale,West Yorkshire,England,SE4525,445500,425500,53.72393,-1.31192,WF10 3,Other
349,Airidh a Bhruaich,Na h-Eileanan an Iar,Scotland,NB2417,124500,917500,58.06068,-6.67259,HS2 9,Other
350,Airlie,Angus,Scotland,NO3150,331500,750500,56.64129,-3.11849,DD8 5,Other
351,Airmyn,North Yorkshire,England,SE7225,472500,425500,53.72088,-0.90279,DN14 8,Other
352,Airntully,Perth and Kinross,Scotland,NO0935,309500,735500,56.50283,-3.47184,PH1 4,Other
353,Airor,Highland,Scotland,NG7105,171500,805500,57.08361,-5.77254,IV43 8,Other
354,Airth,Falkirk,Scotland,NS8987,289500,687500,56.06753,-3.77648,FK2 8,Other
355,Airthrey Castle,Stirling,Scotland,NS8196,281500,696500,56.14643,-3.90890,FK9 4,Other
356,Airton,North Yorkshire,England,SD9059,390500,459500,54.03140,-2.14652,BD23 4,Other
357,Airy Hill,North Yorkshire,England,NZ8909,489500,509500,54.47298,-0.62043,YO22 4,Other
358,Aisby,Lincolnshire,England,SK8792,487500,392500,53.42205,-0.68477,DN21 5,Other
359,Aisby,Lincolnshire,England,TF0138,501500,338500,52.93431,-0.49130,NG32 3,Other
360,Aisgernis,Na h-Eileanan an Iar,Scotland,NF7424,74500,824500,57.19527,-7.39122,HS8 5,Other
361,Aish,Devon,England,SX6960,269500,60500,50.42981,-3.83871,TQ10 9,Other
362,Aish,Devon,England,SX8458,284500,58500,50.41498,-3.62700,TQ9 6,Other
363,Aisholt,Somerset,England,ST1935,319500,135500,51.11312,-3.15138,TA5 1,Other
364,Aiskew,North Yorkshire,England,SE2788,427500,488500,54.29139,-1.57903,DL8 1,Other
365,Aislaby,County Durham,England,NZ4012,440500,512500,54.50620,-1.37606,TS16 0,Other
366,Aislaby,North Yorkshire,England,NZ8508,485500,508500,54.46469,-0.68242,YO21 1,Other
367,Aislaby,North Yorkshire,England,SE7785,477500,485500,54.25931,-0.81179,YO18 8,Other
368,Aisthorpe,Lincolnshire,England,SK9480,494500,380500,53.31301,-0.58305,LN1 2,Other
369,Aith,Shetland Islands,Scotland,HU3455,434500,1155500,60.28222,-1.37798,ZE2 9,Other
370,Aithnen,Powys,Wales,SJ2022,320500,322500,52.79419,-3.18045,SY10 9,Other
371,Aithsetter,Shetland Islands,Scotland,HU4430,444500,1130500,60.05681,-1.20263,ZE2 9,Other
372,Akeld,Northumberland,England,NT9529,395500,629500,55.55916,-2.07290,NE71 6,Other
373,Akeley,Buckinghamshire,England,SP7037,470500,237500,52.03144,-0.97377,MK18 5,Other
374,Akenham,Suffolk,England,TM1448,614500,248500,52.09325,1.12990,IP1 6,Other
375,Albany,Tyne and Wear,England,NZ2957,429500,557500,54.91134,-1.54139,NE37 1,Other
376,Alberbury,Shropshire,England,SJ3614,336500,314500,52.72440,-2.94165,SY5 9,Other
377,Albert Town,Pembrokeshire,Wales,SM9415,194500,215500,51.80029,-4.98181,SA61 1,Other
378,Albert Village,Leicestershire,England,SK3018,430500,318500,52.76325,-1.54945,DE11 8,Other
379,Albourne,West Sussex,England,TQ2616,526500,116500,50.93408,-0.20114,BN6 9,Other
380,Albourne Green,West Sussex,England,TQ2616,526500,116500,50.93408,-0.20114,BN6 9,Other
381,Albrighton,Shropshire,England,SJ4918,349500,318500,52.76173,-2.74980,SY4 3,Other
382,Albrighton,Shropshire,England,SJ8104,381500,304500,52.63793,-2.27481,WV7 3,Other
383,Albro Castle,Ceredigion,Wales,SN1646,216500,246500,52.08635,-4.67969,SA43 3,Other
384,Alburgh,Norfolk,England,TM2786,627500,286500,52.42912,1.34493,IP20 0,Other
385,Albury,Hertfordshire,England,TL4324,543500,224500,51.90057,0.08432,SG11 2,Other
386,Albury,Surrey,England,TQ0547,505500,147500,51.21696,-0.49083,GU5 9,Other
387,Albury End,Hertfordshire,England,TL4223,542500,223500,51.89184,0.06938,SG11 2,Other
388,Albury Heath,Surrey,England,TQ0646,506500,146500,51.20779,-0.47682,GU5 9,Other
389,Alby Hill,Norfolk,England,TG1934,619500,334500,52.86320,1.25937,NR11 7,Other
390,Albyfield,Cumbria,England,NY5452,354500,552500,54.86520,-2.71042,CA8 9,Other
391,Alcaig,Highland,Scotland,NH5657,256500,857500,57.58467,-4.40187,IV7 8,Other
392,Alcaston,Shropshire,England,SO4587,345500,287500,52.48269,-2.80395,SY6 6,Other
393,Alcester,Warwickshire,England,SP0857,408500,257500,52.21565,-1.87701,B49 5,Other
394,Alcester,Dorset,England,ST8522,385500,122500,51.00170,-2.20802,SP7 0,Other
395,Alcester Lane's End,West Midlands,England,SP0780,407500,280500,52.42244,-1.89114,B13 0,Other
396,Alciston,East Sussex,England,TQ5005,550500,105500,50.82948,0.13565,BN26 6,Other
397,Alcombe,Somerset,England,SS9645,296500,145500,51.19931,-3.48273,TA24 5,Other
398,Alcombe,Wiltshire,England,ST8069,380500,169500,51.42417,-2.28184,SN13 8,Other
399,Alconbury,Cambridgeshire,England,TL1875,518500,275500,52.36475,-0.26109,PE28 4,Other
400,Alconbury Weston,Cambridgeshire,England,TL1776,517500,276500,52.37395,-0.27542,PE28 4,Other
401,Aldborough,North Yorkshire,England,SE4066,440500,466500,54.09282,-1.38228,YO51 9,Other
402,Aldborough,Norfolk,England,TG1834,618500,334500,52.86360,1.24454,NR11 7,Other
403,Aldborough Hatch,Redbridge - Greater London,England,TQ4589,545500,189500,51.58558,0.09874,IG2 7,Other
404,Aldbourne,Wiltshire,England,SU2675,426500,175500,51.47784,-1.61981,SN8 2,Other
405,Aldbrough,East Riding of Yorkshire,England,TA2438,524500,438500,53.82786,-0.10990,HU11 4,Other
406,Aldbrough St John,North Yorkshire,England,NZ2011,420500,511500,54.49842,-1.68499,DL11 7,Other
407,Aldbury,Hertfordshire,England,SP9612,496500,212500,51.80283,-0.60188,HP23 5,Other
408,Aldcliffe,Lancashire,England,SD4660,346500,460500,54.03769,-2.81839,LA1 5,Other
409,Aldclune,Perth and Kinross,Scotland,NN8963,289500,763500,56.74998,-3.80858,PH16 5,Other
410,Aldeburgh,Suffolk,England,TM4656,646500,256500,52.15172,1.60190,IP15 5,Town
411,Aldeby,Norfolk,England,TM4593,645500,293500,52.48414,1.61430,NR34 0,Other
412,Aldenham,Hertfordshire,England,TQ1398,513500,198500,51.67381,-0.36000,WD25 8,Other
413,Alder Forest,Greater Manchester,England,SJ7599,375500,399500,53.49163,-2.37074,M30 8,Other
414,Alder Moor,Staffordshire,England,SK2227,422500,327500,52.84454,-1.66738,DE13 9,Other
415,Alder Row,Somerset,England,ST7743,377500,143500,51.19028,-2.32334,BA11 5,Other
416,Alder's End,Herefordshire,England,SO6239,362500,239500,52.05261,-2.54828,HR1 4,Other
417,Alderbrook,East Sussex,England,TQ5229,552500,129500,51.04462,0.17406,TN6 2,Other
418,Alderbury,Wiltshire,England,SU1826,418500,126500,51.03756,-1.73752,SP5 3,Other
419,Aldercar,Derbyshire,England,SK4447,444500,347500,53.02295,-1.33803,NG16 4,Other
420,Alderford,Norfolk,England,TG1218,612500,318500,52.72239,1.14517,NR9 5,Other
421,Aldergrove,Antrim,Northern Ireland,J135789,313507,378940,54.64583,-6.24247,BT29 4,Other
422,Alderholt,Dorset,England,SU1212,412500,112500,50.91183,-1.82357,SP6 3,Other
423,Alderley,Gloucestershire,England,ST7690,376500,190500,51.61283,-2.34078,GL12 7,Other
424,Alderley Edge,Cheshire,England,SJ8478,384500,378500,53.30322,-2.23405,SK9 7,Town
425,Alderman's Green,West Midlands,England,SP3583,435500,283500,52.44831,-1.47910,CV2 1,Other
426,Aldermaston,Berkshire,England,SU5965,459500,165500,51.38544,-1.14636,RG7 4,Other
427,Aldermaston Soke,Berkshire,England,SU6163,461500,163500,51.36724,-1.11797,RG7 2,Other
428,Aldermaston Wharf,Berkshire,England,SU6067,460500,167500,51.40331,-1.13165,RG7 4,Other
429,Alderminster,Warwickshire,England,SP2348,423500,248500,52.13431,-1.65808,CV37 8,Other
430,Aldermoor,Hampshire,England,SU3915,439500,115500,50.93760,-1.43922,SO16 5,Other
431,Alderney,Dorset,England,SZ0494,404500,94500,50.75008,-1.93758,BH12 4,Other
432,Aldersbrook,Redbridge - Greater London,England,TQ4087,540500,187500,51.56887,0.02582,E11 2,Other
433,Aldersey Green,Cheshire,England,SJ4656,346500,356500,53.10300,-2.80053,CH3 9,Other
434,Aldersey Park,Cheshire,England,SJ4556,345500,356500,53.10290,-2.81547,CH3 9,Other
435,Aldershawe,Staffordshire,England,SK1007,410500,307500,52.66512,-1.84618,WS14 0,Other
436,Aldershot,Hampshire,England,SU8650,486500,150500,51.24712,-0.76208,GU11 1,Town
437,Alderton,Shropshire,England,SJ4923,349500,323500,52.80667,-2.75057,SY4 3,Other
438,Alderton,Gloucestershire,England,SP0033,400500,233500,51.99994,-1.99413,GL20 8,Other
439,Alderton,Northamptonshire,England,SP7446,474500,246500,52.11182,-0.91351,NN12 7,Other
440,Alderton,Wiltshire,England,ST8382,383500,182500,51.54115,-2.23931,SN14 6,Other
441,Alderton,Suffolk,England,TM3441,634500,241500,52.02232,1.41653,IP12 3,Other
442,Alderton Fields,Gloucestershire,England,SP0032,400500,232500,51.99095,-1.99413,GL20 8,Other
443,Alderwasley,Derbyshire,England,SK3153,431500,353500,53.07780,-1.53124,DE56 2,Other
444,Aldfield,North Yorkshire,England,SE2669,426500,469500,54.12069,-1.59606,HG4 3,Other
445,Aldford,Cheshire,England,SJ4159,341500,359500,53.12944,-2.87575,CH3 6,Other
446,Aldgate,Rutland,England,SK9804,498500,304500,52.62933,-0.54614,PE9 3,Other
447,Aldham,Essex,England,TL9226,592500,226500,51.90377,0.79684,CO6 3,Other
448,Aldham,Suffolk,England,TM0445,604500,245500,52.07010,0.98234,IP7 6,Other
449,Aldingbourne,West Sussex,England,SU9205,492500,105500,50.84164,-0.68762,PO20 3,Other
450,Aldingham,Cumbria,England,SD2871,328500,471500,54.13435,-3.09579,LA12 9,Other
451,Aldington,Worcestershire,England,SP0644,406500,244500,52.09880,-1.90653,WR11 7,Other
452,Aldington,Kent,England,TR0636,606500,136500,51.09062,0.94743,TN25 7,Other
453,Aldington Frith,Kent,England,TR0436,604500,136500,51.09134,0.91891,TN25 7,Other
454,Aldon,Shropshire,England,SO4379,343500,279500,52.41057,-2.83204,SY7 9,Other
455,Aldoth,Cumbria,England,NY1448,314500,548500,54.82402,-3.33230,CA7 4,Other
456,Aldreth,Cambridgeshire,England,TL4473,544500,273500,52.34055,0.11963,CB6 3,Other
457,Aldridge,West Midlands,England,SK0500,405500,300500,52.60226,-1.92023,WS9 8,Town
458,Aldringham,Suffolk,England,TM4460,644500,260500,52.18850,1.57561,IP16 4,Other
459,Aldrington,East Sussex,England,TQ2705,527500,105500,50.83500,-0.19075,BN3 5,Other
460,Aldsworth,Gloucestershire,England,SP1510,415500,210500,51.79294,-1.77666,GL54 3,Other
461,Aldwark,North Yorkshire,England,SE4663,446500,463500,54.06535,-1.29101,YO61 1,Other
462,Aldwark,Derbyshire,England,SK2257,422500,357500,53.11421,-1.66531,DE4 4,Other
463,Aldwarke,South Yorkshire,England,SK4494,444500,394500,53.44540,-1.33148,S65 3,Other
464,Aldwick,West Sussex,England,SZ9198,491500,98500,50.77887,-0.70356,PO21 4,Other
465,Aldwincle,Northamptonshire,England,TL0081,500500,281500,52.42226,-0.52355,NN14 3,Other
466,Aldworth,Berkshire,England,SU5579,455500,179500,51.51171,-1.20164,RG8 9,Other
467,Ale Oak,Shropshire,England,SO2284,322500,284500,52.45294,-3.14186,SY7 8,Other
468,Alexandria,West Dunbartonshire,Scotland,NS3980,239500,680500,55.99053,-4.57464,G83 0,Town
469,Aley,Somerset,England,ST1837,318500,137500,51.13096,-3.16612,TA5 1,Other
470,Aley Green,Bedfordshire,England,TL0618,506500,218500,51.85494,-0.45506,LU1 4,Other
471,Alfardisworthy,Devon,England,SS2911,229500,111500,50.87778,-4.42491,EX22 7,Other
472,Alfington,Devon,England,SY1198,311500,98500,50.77930,-3.25663,EX11 1,Other
473,Alfold,Surrey,England,TQ0334,503500,134500,51.10047,-0.52319,GU6 8,Other
474,Alfold Bars,West Sussex,England,TQ0333,503500,133500,51.09148,-0.52348,RH14 0,Other
475,Alfold Crossways,Surrey,England,TQ0435,504500,135500,51.10928,-0.50863,GU6 8,Other
476,Alford,Aberdeenshire,Scotland,NJ5716,357500,816500,57.23723,-2.70573,AB33 8,Other
477,Alford,Somerset,England,ST6032,360500,132500,51.09044,-2.56538,BA7 7,Other
478,Alford,Lincolnshire,England,TF4575,545500,375500,53.25656,0.17965,LN13 9,Town
479,Alfred's Well,Worcestershire,England,SO9472,394500,272500,52.35054,-2.08217,B61 9,Other
480,Alfreton,Derbyshire,England,SK4155,441500,355500,53.09510,-1.38172,DE55 7,Town
481,Alfrick,Worcestershire,England,SO7453,374500,253500,52.17916,-2.37434,WR6 5,Other
482,Alfrick Pound,Worcestershire,England,SO7452,374500,252500,52.17017,-2.37427,WR6 5,Other
483,Alfriston,East Sussex,England,TQ5103,551500,103500,50.81125,0.14901,BN26 5,Other
484,Algarkirk,Lincolnshire,England,TF2935,529500,335500,52.90135,-0.07613,PE20 2,Other
485,Alhampton,Somerset,England,ST6234,362500,134500,51.10856,-2.53703,BA4 6,Other
486,Alisary,Highland,Scotland,NM7479,174500,779500,56.85201,-5.69994,PH38 4,Other
487,Alkborough,Lincolnshire,England,SE8821,488500,421500,53.68247,-0.66153,DN15 9,Other
488,Alkerton,Gloucestershire,England,SO7705,377500,205500,51.74774,-2.32731,GL10 3,Other
489,Alkerton,Oxfordshire,England,SP3742,437500,242500,52.07960,-1.45421,OX15 6,Other
490,Alkham,Kent,England,TR2542,625500,142500,51.13734,1.22205,CT15 7,Other
491,Alkington,Shropshire,England,SJ5238,352500,338500,52.94178,-2.70827,SY13 3,Other
492,Alkmonton,Derbyshire,England,SK1838,418500,338500,52.94357,-1.72615,DE6 3,Town
493,Alkrington Garden Village,Greater Manchester,England,SD8704,387500,404500,53.53700,-2.19007,M24 1,Other
494,All Cannings,Wiltshire,England,SU0761,407500,161500,51.35253,-1.89369,SN10 3,Other
495,All Saints,Devon,England,ST3001,330500,101500,50.80887,-2.98776,EX13 7,Other
496,All Saints South Elmham,Suffolk,England,TM3482,634500,282500,52.39027,1.44490,IP19 0,Other
497,All Stretton,Shropshire,England,SO4695,346500,295500,52.55470,-2.79051,SY6 7,Other
498,Allaleigh,Devon,England,SX8053,280500,53500,50.36923,-3.68168,TQ9 7,Other
499,Allanaquoich,Aberdeenshire,Scotland,NO1291,312500,791500,57.00633,-3.44227,AB35 5,Other
500,Allanbank,North Lanarkshire,Scotland,NS8457,284500,657500,55.79694,-3.84390,ML7 5,Other
501,Allanbank,Scottish Borders,Scotland,NT5247,352500,647500,55.71858,-2.75768,TD2 6,Other
502,Allandale,Falkirk,Scotland,NS7978,279500,678500,55.98430,-3.93296,FK4 2,Other
503,Allanshaugh,Scottish Borders,Scotland,NT4349,343500,649500,55.73558,-2.90134,TD1 2,Other
504,Allanshaws,Scottish Borders,Scotland,NT4943,349500,643500,55.68234,-2.80469,TD1 2,Other
505,Allanton,South Lanarkshire,Scotland,NS7454,274500,654500,55.76751,-4.00192,ML3 7,Other
506,Allanton,North Lanarkshire,Scotland,NS8557,285500,657500,55.79718,-3.82796,ML7 5,Other
507,Allanton,Scottish Borders,Scotland,NT8654,386500,654500,55.78362,-2.21682,TD11 3,Other
508,Allaston,Gloucestershire,England,SO6304,363500,204500,51.73801,-2.52998,GL15 5,Other
509,Allathasdal,Na h-Eileanan an Iar,Scotland,NF6603,66500,803500,57.00175,-7.49506,HS9 5,Other
510,Allbrook,Hampshire,England,SU4521,445500,121500,50.99111,-1.35308,SO50 4,Other
511,Allen End,Warwickshire,England,SP1696,416500,296500,52.56608,-1.75801,B78 2,Other
512,Allen's Green,Hertfordshire,England,TL4516,545500,216500,51.82817,0.11000,CM21 0,Other
513,Allendale Town,Northumberland,England,NY8355,383500,555500,54.89396,-2.25878,NE47 9,Other
514,Allenheads,Northumberland,England,NY8545,385500,545500,54.80416,-2.22709,NE47 9,Other
515,Allensford,County Durham,England,NZ0750,407500,550500,54.84925,-1.88472,DH8 9,Other
516,Allensmore,Herefordshire,England,SO4635,346500,235500,52.01533,-2.78097,HR2 9,Other
517,Allenton,Derbyshire,England,SK3632,436500,332500,52.88872,-1.45897,DE24 9,Other
